sample_id,exported_filename,source,split
d0dbfaf6de288bd48c7aed77d2909915e5df70e02ce6b29249290a04ccd52457,gold_0041.jpg,roboflow-uav,train
257ba1778c1eb327e9e98f50088c7c9fa25e4d9fdd372368dcf56e09725f0810,gold_0042.jpg,roboflow-uav,val
955556e9a8b23d193082d9b45a7393a4dfb08cb19d3f27d2b279d4b0fcf374cf,gold_0043.jpg,roboflow-uav,test
85824bc04121c95fc726221534daa083465f871e14103510543d0a8b2029deb8,gold_0044.jpg,roboflow-uav,test
0bb4bb78d09c30a84ca73e61469942996cdc49d0414504d19ba8bc0fd0a7770a,gold_0045.jpg,roboflow-uav,train
582c547c070405f2980b0d7d01ee7413d1b6d6df9b9c35f425193a2e08a9f54e,gold_0046.jpg,roboflow-uav,val
e9a9a9924b239784d0774780a3c7ac5d36ec68e215910eecbb57479646501449,gold_0047.jpg,roboflow-uav,train
84dd5528bca49b66de6f6dfa12e54c32c246d98124d24e00556d051fc308b15b,gold_0048.jpg,roboflow-uav,train
d9a45a9efa72434999ddf416d5a13fe09eba4c9eb37edd19ffb7f5bef28d3d53,gold_0049.jpg,roboflow-uav,train
60d74ffaecd3b2440ca464b96574102645c3c6bd9ba2eff493e33bdf34c6e7a6,gold_0050.jpg,roboflow-uav,val
5462548a65e595f67ad9a8358c63be42ff37664104f8b4ce2ca14cc1650715b6,gold_0051.jpg,roboflow-uav,val
54c09eef6d61f090e05e6f2b05b7b96cd68328ad51bb0d2dd2000c8d1e93890e,gold_0052.jpg,roboflow-uav,train
f6e2fe3b0362f2f728b3a59b55a2b1802b552fb9b002d14ac17eec9438aa859b,gold_0053.jpg,roboflow-uav,val
6c314062e4f6f884d8298073921b55b6b1a2507ea7a2b413b473cf06160a1c88,gold_0054.jpg,roboflow-uav,train
a6e0279575c89845e3d9645c1bd5a955dcba541d4fc550189eab095b02cca3c1,gold_0055.jpg,roboflow-uav,train
c6a4b2a0c17ae2a97370bfa7973b865bfae51c9d6cacbfd410184a04fe009857,gold_0056.jpg,roboflow-uav,train
5febdb1abe7cd387a1a07b1bec77affe8fbb43327d08fb9dc0d25bd5f007d4ea,gold_0057.jpg,roboflow-uav,train
5b96a99534e746a6b906f981b7905dfff008c6b2ae9d4786aca8d4d578043f67,gold_0058.jpg,roboflow-uav,train
a3be15e028bd2eccc65b4dbc96d0b1fb9d53a5ce9d86ea95d4d81c799776f6c9,gold_0059.jpg,roboflow-uav,train
111c1112b4aa94b1f0d21bd56ecc99af66ec35f79cb64eab10449acdf195a7a7,gold_0060.jpg,roboflow-uav,train
f5d52834936aa135ed319551f986cf1e3921b8c2c062be37b80090fc1a6b8a3b,gold_0061.jpg,roboflow-uav,train
221002ec1e88cb0180a44d0df922589c9f608777fcc6cc7cfd2ce36662f1a7d8,gold_0062.jpg,roboflow-uav,train
c61488448c1a4bedeea738ee235b2da8a845232b60d902eb29834b2337f5235a,gold_0063.jpg,roboflow-uav,train
d133a3376aaed68acb85a92ab87f980da06775f27f3077ddfe24249d6b0db17a,gold_0064.jpg,roboflow-uav,train
665be09307f592baf03862c50c52cabb5d32c33ca25032760e43c0609b998553,gold_0065.jpg,roboflow-uav,train
4267b4ac18debbcb81fb849e71ffce2814709c217f51cd97c9314edae719555f,gold_0066.jpg,roboflow-uav,train
a5538bab47d4dd1bf125e40018a31b062559a02b466fc5666835afb0ea8ad636,gold_0067.jpg,roboflow-uav,train
335ed2ffa2063280bef58761cd35f37a62f52ba0d9543a2e2fc4a55378e0123e,gold_0068.jpg,roboflow-uav,train
3047473ce073c678124fb35f26e50ceecd8cbaa5cecc0b2475ce29f52b53521e,gold_0069.jpg,roboflow-uav,test
8e0706a01b7aff21aa6e69fd4343f39923cdff300f3f4805e275e92629b7375d,gold_0070.jpg,roboflow-uav,train
e0522ffc748d4dc64fdcd02aaecd9582e907c8abda711ff899444502c452fdee,gold_0071.jpg,roboflow-uav,train
d825f05e89beb0e9a6a8d354e1a16fc6ba4fdb427f5ef49795a8c7f34b7af960,gold_0072.jpg,roboflow-uav,train
83815b9c99445a7801bc6bc38fb29dd07845e25671483648341ab66858d61492,gold_0073.jpg,roboflow-uav,train
95279b5d89e9d6b766ab0d5fc9951b4708b93907828b62e878afb4ad7b4d7ad4,gold_0074.jpg,roboflow-uav,train
5b3ef25219578e5136f28b66a504633d9841284cc1e654bf25edf743c9b9339c,gold_0075.jpg,roboflow-uav,train
b7923cd9337e9f8c29085781153b7750d7c7b798d8f96fb591c92b8eae7d383a,gold_0076.jpg,roboflow-uav,val
4e5670b5d0a3a5e12a958e38043d965005b9c98717b6179a627ec06ad3711fe4,gold_0077.jpg,roboflow-uav,test
c7830572e7e7761ab1ed5ad4b0d42b528654add20d5c04e0b292c5aec826ffc3,gold_0078.jpg,roboflow-uav,train
aa5f4d4f7afeb656bf023d99f3bc9a29117ba0da77d53f78bcd9138a4f27a96a,gold_0079.jpg,roboflow-uav,train
2823da1b039c981af616d1c6c4f1e403f1c8120bbeb19ced8e89bbecebf12212,gold_0080.jpg,roboflow-uav,train
91f9c7176deab0a23b6efb1ae76e38cf80f7eb85a2b4bc447484c548caf9ad5d,gold_0081.jpg,roboflow-uav,train
6edd1b943fabd04d8c7220d62d1f9e8a7f6f227494703b9a0d7aaf90f58b8c7f,gold_0082.jpg,roboflow-uav,train
a06a72639452a64a80e6f3f4df4fb911a2e1173fb6dc1bcdd263222d90a20031,gold_0083.jpg,roboflow-uav,val
4ab3e494abe5d3bf595e8648d94c5e36f8a2e7477a8a565b1ebde6032ad812e8,gold_0084.jpg,roboflow-uav,train
1da767c4e07481079398ce39c1857c62b966efc020d77eb2df9fb636166e8c00,gold_0085.jpg,roboflow-uav,train
fc9e27a9bbf37516ce8735a590361701cd288e3f656cd066752879d9cb66a644,gold_0086.jpg,roboflow-uav,train
e46c770b287739cdb81c73c02b945132c81884c574186186c612a9431d51a66e,gold_0087.jpg,roboflow-uav,test
c3bbc8ffbe97089a62f2e8399ed5fa40d6d8bbd24eeeb198325f75e64a067f8c,gold_0088.jpg,roboflow-uav,train
8a9d783d95244a029b5172668c4103e043a3700d6d1b551ea20ee5229c455bda,gold_0089.jpg,roboflow-uav,train
6625cda88fa48d876c667bb5a88870403ff3662f4d68283c14ebffc830cfae7f,gold_0090.jpg,roboflow-uav,train
973abf1d3e632429950a6eb899a195f06310860e37fb6bc56d7b2886f239aa35,gold_0091.jpg,roboflow-uav,train
1ea50e9e1de941553c14aa2956cdf9f06a32c9f026f2fad0a8d33d14b50d3d84,gold_0092.jpg,roboflow-uav,train
e8a0a52a674109cbdad9365ccebe90993184664291f3cc975ca577d3fad91ad6,gold_0093.jpg,roboflow-uav,train
5fd432b29e5a8ae6327617bcb169cb6b8e3e7c3feef49096fac49a3f38c67a8b,gold_0094.jpg,roboflow-uav,train
46ea2a1b74b103539608ebb4069824a6b4a94643ddbad871edd66db37ecff532,gold_0095.jpg,roboflow-uav,train
a77b8c28ef2856312f40a4cf14fd07b44d65dcc28e741cd46130fee13f67dc9e,gold_0096.jpg,roboflow-uav,train
16ef543caca76628910e9bf67d4ec406a6a49886a13b12906cd65dec12c01264,gold_0097.jpg,roboflow-uav,test
2c54a6d54356d09bb97297cec7ad8272e9317e2633e4f336d83d8856f80b16fd,gold_0098.jpg,roboflow-uav,train
bacaf80412c8bbca19cae74178541cacd839090e188b48b17dbb72b92253d034,gold_0099.jpg,roboflow-uav,train
cace11d3eb8274614ca7c70e03347b553e1c543b3cec58ba96ca5a9fcd84bc60,gold_0100.jpg,roboflow-uav,train
11f8e2429dcda9c7f12372c59a97ff4715722b9f526a86d218a1ec341d0ba1c9,gold_0101.jpg,roboflow-uav,train
b5335f1445f04fd260a4ae21748305e5ffa64b288a9e729d47fc56194628095f,gold_0102.jpg,roboflow-uav,val
cf8be8a20bec1bed0f608ae2801dae11d04dfb8f02a64fa9d1dcf005e97eafda,gold_0103.jpg,roboflow-uav,train
e5d3a233e561156c94f953495973e28362f5e3b39c0df4fda6a9c860e9b0674c,gold_0104.jpg,roboflow-uav,train
7e9c328d74ca6b238e51752ad106c92fe36fa656b6b6195481c7b561dca97b43,gold_0105.jpg,roboflow-uav,train
3ba827461c2b550cae4774a4efb369225bd86acdbb01c352d1e488614c65bcc7,gold_0106.jpg,roboflow-uav,train
c2dc884d43fd05137b83c6e87a9837180afc1ef5d9845ffe08f90ffcee81e0a0,gold_0107.jpg,roboflow-uav,test
45e8eb5400ba148bd8e218b5ca52f3f30df1c3bf49e26452279e806932ac2445,gold_0108.jpg,roboflow-uav,train
d7e230b6af640594b6df94cf2541632b2eeb0ac8fd45f6f44864bd39c9c55e4c,gold_0109.jpg,roboflow-uav,train
2c1c2ce28d86b316e49887699be9d48f542d14a0b1d7e339cfb7fd394acbaea8,gold_0110.jpg,roboflow-uav,train
688f00dc6c0c112ca1e6698bd6548ded83989386504aa1ca540553639661be47,gold_0111.jpg,roboflow-uav,train
ac47854bdd3958c7281a533867b8330d73f3bcdc83701d0c4bd9c9eb3cbcfd7e,gold_0112.jpg,roboflow-uav,val
d36b42438b0d1347f9c6e5d7e664ef9c9fc6dcc653ca8a4c3b64c3b9448a4688,gold_0113.jpg,roboflow-uav,train
96724f32c1ff15fa25343b5c2eb83684c91a9b21a3eb27d991ae371a809f8efb,gold_0114.jpg,roboflow-uav,val
06158cc35a01f3e530de0d212dd1050689a4a1c7b0bace0d8497145828e7f312,gold_0115.jpg,roboflow-uav,train
de1cc0ba76f72da8b53a2a66c9a80b531f9d0faf21050baf3977a148b63af788,gold_0116.jpg,roboflow-uav,val
aa6cb8d303916580f50d85ac7a3d08308135ace533c165520307173fc2f208f7,gold_0117.jpg,roboflow-uav,train
fec5b5045bfa19d4149b9d3220e341b6c95b41ebabcf964140e1a84d852cc229,gold_0118.jpg,roboflow-uav,train
38b4db7b5cf7495652c83c6adef5f8d299d4fbead39342cf623754c085deea7c,gold_0119.jpg,roboflow-uav,train
1dce5c5f1c3b291f29bd6f1c57c680ea7d6de6b6a921be414ee86e19ee028834,gold_0120.jpg,roboflow-uav,test
b052c8ba2271695fb37d259f70491dfc2eeb8d17e08a3f3c953161b3ef6eee0e,gold_0121.jpg,roboflow-uav,train
44db3c2ce17be618ef13f396444ea1f980ec59caed1e486b1986a7d08c5656ba,gold_0122.jpg,roboflow-uav,train
57c687e8921a4edb1e705ab5846046c41d94a3bd97c865617ab6cae7b325ec5e,gold_0123.jpg,roboflow-uav,train
61d75a17ac44de1ebc57f88193a1d6a29f3e75b13b22dcdc44d95343b3147f0d,gold_0124.jpg,roboflow-uav,train
4f51bd72de620036b394a8db630191810767e10e33c9adabc4b526b028a3c78b,gold_0125.jpg,roboflow-uav,train
6c6633ab11413ebd6af0904c734023e479df30c17741079ae8163a037fb1f12c,gold_0126.jpg,roboflow-uav,train
0e3aab99c9b2e7bc578a582d41d6b8e08ccfe5a864525d689d02acb6a0960de1,gold_0127.jpg,roboflow-uav,val
3641d17e1ee61b18d18c93f3a6dffd8f7a30901c1c45ec14ec5bbac935c798d9,gold_0128.jpg,roboflow-uav,train
fbe90d6364e9e7fe97e25636823952e148125af9ec1395dbf80ed1f39577c741,gold_0129.jpg,roboflow-uav,train
fcf8ee7deaf72e7679d676cc67a5934d65361e108a6c33bcf88a15e7de5b3677,gold_0130.jpg,roboflow-uav,train
d06fb70c2ad544ccf20e5142d710b0256147c8341d2d9506863cd03192d1f309,gold_0131.jpg,roboflow-uav,train
a8cf7a6c4b13e87f528cc676fb3956e6cdc0ab565a8a760074379bb092d881a7,gold_0132.jpg,roboflow-uav,train
7af5e290cfe3b11f8df146481e44b1f89ee8d71591895fcca4d90d27a8e9e1f1,gold_0133.jpg,roboflow-uav,train
8ed89f31d3d954e6912691a2dcf9c6c858a612f3eab71b0c8591144a967ee681,gold_0134.jpg,roboflow-uav,train
7106823c6ca3b48fd0aff4ec9dc93dfec89d62666534a21f7f13218363146e19,gold_0135.jpg,roboflow-uav,train
82b7cd5c1437846d416d4f320bc16f6d1e5ccbbc5157baf327637c52ff9118f4,gold_0136.jpg,roboflow-uav,test
5e0566d4567b1eaaa3416fb5dff32201d0a64542bda26ea60c3655a7792ac95c,gold_0137.jpg,roboflow-uav,val
e03a697b5ee941443bae537d7a93f0d67fdfd14618b4adc325f39dc6f2efb700,gold_0138.jpg,roboflow-uav,val
171832393d8ef821bc9a1f82698f25b61c1301343ca6358804b18e72b0ae1237,gold_0139.jpg,roboflow-uav,test
0725a428d4fdd23778212ca5e53387af57a672c8aa7450fa48b52ff36d0b8e6f,gold_0140.jpg,roboflow-uav,train
6ed192a1265ea2dac0418b2eaf5985a16e00956e88e3c8bf92b6cfd0f064cc22,gold_0141.jpg,roboflow-uav,train
3ede823b7ebb6655edbea88581861edc8d62e1bbc7d95dfd3b2f93b5c554570d,gold_0142.jpg,roboflow-uav,train
f41b56320819291985961751d4c022487946a7af0d197eb292af4f624327c6a8,gold_0143.jpg,roboflow-uav,train
b7e3413e8892c10bda2a2ecbbf549f39b48e07dc5f8957bf652c86d2f1c954d2,gold_0144.jpg,roboflow-uav,train
14e7fd58a13aa215a9737e19199b163e84883a54b1f1cc4ab02557a1ba091566,gold_0145.jpg,roboflow-uav,train
094e0cad7c1c1bf1d0c857f96af50884d40abd9a2eb8dcc4916921e96acd56b1,gold_0146.jpg,roboflow-uav,train
18cee8be62dc5e215af7916de38eb0a00b06c8b21eb51c427c10fcf188799121,gold_0147.jpg,roboflow-uav,train
c7c7d4b1f3d353b1ee8f4e662b42328219c2c0629ee61a5f9e888161f271618c,gold_0148.jpg,roboflow-uav,train
03f3aa73a2cf26209e35031ccc3d655b772768d990b953e274f397820e50012a,gold_0149.jpg,roboflow-uav,train
057c00234af2c21a89aef894e323996901cb9cad10bfe86505bf6f0789dba11a,gold_0150.jpg,roboflow-uav,train
488117c5f79292c84e5cc4d6d8653325ef5021cfb8a6eafbd2d9df3bfd00f2f5,gold_0151.jpg,roboflow-uav,train
a45911abd5db6ad75ea05cddb294e7acbc3cd890c13a9273c5e7535acc4bd798,gold_0152.jpg,roboflow-uav,train
4745c7a30f39baaf5b485fec95f443c0324b05065a7300ea07f7eb7cf3fd0a03,gold_0153.jpg,roboflow-uav,train
a10f39b7957b92d2d897c7cc84bf0fe3e84949365f0ae0144adc990983f5ef82,gold_0154.jpg,roboflow-uav,val
0c342441e29e6370b3b92805592c48f254caa03b134fdbdabd3e9194b399e8c5,gold_0155.jpg,roboflow-uav,test
5a684991085ce1295cb86dd7647b9bd3bf5f10704561c724e88fd16564cd8a7b,gold_0156.jpg,roboflow-uav,train
0ef01d97c0acc2872a97d9ec9301b5eda68725b285fa8ce38ba824ca7da8a636,gold_0157.jpg,roboflow-uav,train
030badcd5299c9119beb53cdae259f555da052f7138ee65153cab341a2ec71fd,gold_0158.jpg,roboflow-uav,train
bdb9c9f9ae78c321ceea4fe01b707daf9e66d822d5a908ee73a217aeac6bee5a,gold_0159.jpg,roboflow-uav,val
335df0fe4c8de48b1075bd46eb1632cc47649851a6ce5b23a034aef13d1926cd,gold_0160.jpg,roboflow-uav,train
04a8bf9b6b7555b0b8f365f01379e5c8c6c001f3c15078a9ad475fa293f7e5bc,gold_0161.jpg,roboflow-uav,train
1a0c4178ca36aaef3ee97001017cdf3cd9af36e9ee616edb46a4554746805c36,gold_0162.jpg,roboflow-uav,train
f5a525143284b48eb04ebb45cf25e18d9308fc5d82b655f49118710c3c025a50,gold_0163.jpg,roboflow-uav,val
2e7a383dd4880d75301f53d61fb354ea5823a426d6abd8dba3ab79464486edfd,gold_0164.jpg,roboflow-uav,train
6af63a883db60d50a703e252ae6abebf119779ad97f05acf8ed573037b799db8,gold_0165.jpg,roboflow-uav,train
960b1f89c9a1e13b1f848658f5f438bf9d3c07a51dfcb4a13f8090f3fb9cb4c8,gold_0166.jpg,roboflow-uav,train
f9f6cd3adbb9c0520bc8cd5e8d7b4216624fcb8f10ed7f374e69ceaf658f6763,gold_0167.jpg,roboflow-uav,train
fa7a9e14048d233cc9fdabe34470ec250585c07ce89a2ed37599844268ccf32a,gold_0168.jpg,roboflow-uav,train
c6840c0c8d7d9e85c65dd5af1d73b54d5f099fd0676f980963fa3bf73261c559,gold_0169.jpg,roboflow-uav,train
fc307cb63989e4031ee990ae537fb71ffb01e082b6836bea758081d67adbfe0e,gold_0170.jpg,roboflow-uav,val
c27ba57d7a90b6d4215a247984107100b89d0cb7d33cba9181588f002f7cac3c,gold_0171.jpg,roboflow-uav,train
708afef108b22531b30e440c0f91d0755670ea1fd5cdf1b34eb6abc8a717c634,gold_0172.jpg,roboflow-uav,train
315f9d3afef8dded0864acddd744dd3d383c425320dccd16732173351ed59254,gold_0174.jpg,roboflow-uav,train
d3bb7fdb0e8ad9f32d494d24cc7a3162022c66a24d3c8dbbbdc2550741d5b239,gold_0175.jpg,roboflow-uav,train
56301917cd60d7f2e0033be78db7a8a567f483ff7b31d2af15bbab7804b45a17,gold_0176.jpg,roboflow-uav,train
d6ade1da58ee490757ca634fca6e36dada776bc12fd702f2953245f2903353e7,gold_0177.jpg,roboflow-uav,train
677a9201add88c0019ae3b690410a45cd70321e09cb545004a44b7589f7652c2,gold_0178.jpg,roboflow-uav,train
eafb6a750c4ba5e494fc13d0fa111388fed6f607903eaff38fe52d7c2afc8892,gold_0179.jpg,roboflow-uav,val
459d1b8f27cfe04ce5bdafe447bd294753f1d3823b3e2886562033fb7df3e78c,gold_0180.jpg,roboflow-uav,val
